User_ID,Age_Group,Gender,Show_ID,Title,Genre,Viewing_Duration,Completion_Status,Rating,Device,Number_of_Views,Skip_Scenes,Watchlist,Re-watched,Viewing_Session_Length,Co-viewing,Likes,Shares,Comments,Watch_Time_Of_Day,Region,Month,Day_of_Week,Release_Year,Director,Cast
41,35-44,Male,91,Show_91,Fantasy,46,Midway,3.0,Mobile,5,Yes,Yes,Yes,51,Alone,Yes,Yes,Recognize commercial cover.,Evening,Africa,October,Thursday,2007,James Jones,"Corey Brown, Monica Watts, Melissa Burton, Kristine Jones, Laura Vega"
41,35-44,Male,39,Show_39,Drama,44,Completed,2.0,Tablet,5,Yes,Yes,,38,With Friends,Yes,No,Practice commercial general final accept some whatever. Modern hit cause feel hard always.,Morning,Africa,April,Saturday,2010,Jonathan Navarro,"Connie Price, Lindsey Wilson, Brett Davis"
41,35-44,Male,60,Show_60,Comedy,41,Midway,3.0,Tablet,5,No,Yes,No,94,With Friends,No,No,Behind return upon than. Time record change challenge.,Night,Africa,February,Friday,2002,Luke Hartman,"Ricky Carter, Patrick Harvey, Michael Thompson"
41,35-44,Male,79,Show_79,Fantasy,33,Completed,3.0,Tablet,3,No,Yes,,109,With Friends,No,Yes,Work contain Democrat experience.,Afternoon,Africa,February,Monday,2016,Robert Roman,"Antonio Thompson, Michelle Wood, Scott Ortiz, Lori Davis"
41,35-44,Male,29,Show_29,Fantasy,54,Midway,1.0,TV,3,Yes,Yes,No,40,Alone,Yes,No,Meet evening star father event occur change. Rise tree these free sport part father.,Afternoon,Africa,May,Thursday,2018,Erica Bell,"David Dickerson, Jessica Donaldson"
41,35-44,Male,38,Show_38,Sci-Fi,31,Midway,4.0,TV,1,Yes,No,Yes,104,With Friends,No,Yes,Word candidate despite have fish appear. Physical two decide student media head increase.,Morning,Africa,January,Friday,2020,John Willis,"Nicole Potter, Sarah Morales, Jeffrey Baker"
41,35-44,Male,84,Show_84,Fantasy,40,Completed,5.0,Mobile,4,Yes,Yes,Yes,102,With Friends,No,Yes,Probably might point. Evidence say officer.,Morning,Africa,August,Wednesday,2010,Adam Anderson,"Edward Wright, Angela Brandt, Alexandra Buck"
41,35-44,Male,25,Show_25,Comedy,22,Midway,2.0,Mobile,1,Yes,Yes,No,26,Alone,Yes,Yes,Car even surface consumer pattern. Project behind window beautiful imagine. Word wait central.,Night,Africa,July,Wednesday,2005,Cody Monroe,"Suzanne Hatfield, Katie White, Michael Kennedy"
41,35-44,Male,24,Show_24,Sci-Fi,48,Midway,2.0,TV,2,Yes,Yes,,21,Alone,Yes,No,Design test memory control kind.,Evening,Africa,July,Friday,2002,Heather Martinez,"Lori Hubbard, Tiffany Smith, Robert Chan, James Huffman"
41,35-44,Male,14,Show_14,Fantasy,33,Completed,1.0,TV,1,Yes,Yes,,72,With Friends,No,No,Gun serious human special product themselves own. Hand his next their our because structure.,Morning,Africa,November,Thursday,2004,Miss Kimberly Miller DVM,"Michael Hoffman, Brian Harding, Richard Ball, Shannon Wolf"
41,35-44,Male,59,Show_59,Thriller,43,Completed,4.0,Mobile,2,No,No,,51,Alone,Yes,Yes,Can everything matter wear create pick nature. Door first may appear task.,Evening,Africa,April,Monday,2009,Theresa Jackson,"Sheryl Perez, Melinda Whitney, Elizabeth Thomas"
42,55+,Male,23,Show_23,Fantasy,34,Midway,,TV,2,Yes,Yes,,111,Alone,Yes,No,,Evening,Europe,August,Monday,2020,Jason Dawson,"Madeline Bryan, Stephanie Gomez, Zachary Mann, Martha Russo, Dylan Moore"
42,55+,Male,75,Show_75,Thriller,21,Completed,4.0,Tablet,2,Yes,Yes,No,26,With Friends,Yes,Yes,Set and whether certain foot data. Fact week still inside memory responsibility artist.,Night,Europe,May,Saturday,2006,Crystal Vazquez,"Randy Garcia DDS, Chris Murray, Kristin Baker, Timothy Lozano, Kelly Stephens"
42,55+,Male,70,Show_70,Action,49,Completed,4.0,Tablet,4,No,No,,33,Alone,No,No,During clearly them serious after power. Plant investment heart manager.,Night,Europe,June,Saturday,2023,Oscar Ponce,"Tim Montgomery, Trevor Romero, Sally Murphy"
42,55+,Male,70,Show_70,Action,34,Midway,2.0,Tablet,4,Yes,No,Yes,43,Alone,No,No,Network cultural business outside environmental may. Western walk shoulder support which these.,Evening,Europe,July,Thursday,2023,Oscar Ponce,"Tim Montgomery, Trevor Romero, Sally Murphy"
42,55+,Male,98,Show_98,Thriller,54,Midway,3.0,Tablet,2,Yes,No,,100,Alone,No,No,Research able sure near live culture first. Dark number well all speak news.,Afternoon,Europe,February,Tuesday,2005,Olivia Castillo,"Brittany Bush, Amy Flores, Lisa Lamb, Linda Simon"
42,55+,Male,11,Show_11,Fantasy,25,Completed,1.0,Tablet,4,Yes,Yes,,108,With Friends,Yes,No,Financial person worker lay accept. Grow reflect customer term among.,Night,Europe,January,Sunday,2011,Sharon Webb,"Isaac Huffman, Christopher Martinez, Mark Choi, Robert Simmons"
42,55+,Male,63,Show_63,Thriller,38,Completed,2.0,Tablet,2,No,Yes,,108,With Friends,Yes,Yes,,Morning,Europe,August,Monday,2019,Kenneth Roy,"Ms. Alyssa Cabrera MD, Nicholas Hoffman, Whitney Olson"
42,55+,Male,23,Show_23,Fantasy,31,Completed,4.0,Mobile,3,Yes,Yes,,43,Alone,Yes,Yes,Rise different minute become. Usually avoid entire pattern try attention. Baby marriage theory a.,Evening,Europe,March,Tuesday,2020,Jason Dawson,"Madeline Bryan, Stephanie Gomez, Zachary Mann, Martha Russo, Dylan Moore"
42,55+,Male,15,Show_15,Action,44,Completed,4.0,Tablet,3,No,No,,44,Alone,Yes,No,Yet analysis above political out.,Evening,Europe,May,Wednesday,2007,Thomas Carter,"Courtney Norton, Jason Smith"
42,55+,Male,57,Show_57,Action,21,Midway,5.0,Tablet,4,No,Yes,,79,Alone,Yes,No,Hair impact here be actually. Indicate ten government relate.,Evening,Europe,October,Saturday,2001,Shelby Clark,"James Flores, Terri Young, Sean Greer, Christian Lambert"
42,55+,Male,49,Show_49,Thriller,52,Midway,1.0,Tablet,3,Yes,No,,52,Alone,No,Yes,World read trade record born represent change. Show knowledge money upon inside.,Afternoon,Europe,March,Friday,2001,Bobby Keller,"Scott Martin PhD, Michele West, Linda Andrews"
42,55+,Male,95,Show_95,Sci-Fi,40,Midway,2.0,Mobile,2,No,No,,60,Alone,Yes,Yes,Entire yeah program stay buy. Weight miss fire change.,Afternoon,Europe,January,Thursday,2016,Sherry Mills,"Christopher Smith, Denise Ryan, Candace Rodriguez"
42,55+,Male,11,Show_11,Fantasy,45,Midway,5.0,TV,2,Yes,Yes,,93,Alone,Yes,Yes,Cover author everyone man before another because. Might modern visit way brother.,Morning,Europe,February,Wednesday,2011,Sharon Webb,"Isaac Huffman, Christopher Martinez, Mark Choi, Robert Simmons"
42,55+,Male,99,Show_99,Comedy,46,Completed,1.0,TV,5,No,No,No,49,With Friends,Yes,Yes,Purpose list discuss none. Issue western mouth scientist education power mean.,Afternoon,Europe,November,Thursday,2011,Lauren Bishop,"Patricia Smith, David West, Makayla Francis"
42,55+,Male,23,Show_23,Fantasy,59,Midway,2.0,TV,4,No,Yes,No,104,With Friends,Yes,Yes,Cultural task Republican vote nearly relate class. Light star than.,Morning,Europe,April,Tuesday,2020,Jason Dawson,"Madeline Bryan, Stephanie Gomez, Zachary Mann, Martha Russo, Dylan Moore"
42,55+,Male,93,Show_93,Fantasy,26,Completed,5.0,TV,1,No,Yes,Yes,28,Alone,Yes,No,Wait wrong forward operation on again. Control specific sea.,Morning,Europe,March,Sunday,2014,Kevin Smith,"Ashley Ramos, Gary Thompson, Lucas Pruitt, Jon Jackson, Robert Martinez"
42,55+,Male,10,Show_10,Comedy,43,Midway,5.0,Tablet,1,No,Yes,No,89,With Friends,No,Yes,Between feel treat although arrive skin or. Heavy partner case pick speak.,Evening,Europe,January,Monday,2011,Sarah Fry,"Brian Rosales, Anthony Tucker, Laura Pearson, Angela Mcdonald, Patricia Miller"
42,55+,Male,98,Show_98,Thriller,57,Completed,5.0,Mobile,3,Yes,No,No,59,Alone,Yes,No,Appear poor data thank. Later way inside whatever central three.,Night,Europe,March,Friday,2005,Olivia Castillo,"Brittany Bush, Amy Flores, Lisa Lamb, Linda Simon"
42,55+,Male,65,Show_65,Fantasy,51,Midway,5.0,Mobile,2,No,No,No,101,With Friends,No,Yes,Between whole happen. Force write show instead.,Evening,Europe,December,Monday,2016,Ethan Rivera,"Brittney Monroe, Megan Elliott, Grace Hines, Kaitlin Gross, Brian Fleming"
42,55+,Male,77,Show_77,Comedy,47,Completed,2.0,Mobile,2,Yes,Yes,,38,Alone,Yes,No,Remain crime throw around rule. Option since past research.,Afternoon,Europe,January,Wednesday,2019,Jared Herrera,"Joseph Cox, Amanda Bowman"
42,55+,Male,89,Show_89,Sci-Fi,24,Completed,3.0,TV,5,No,Yes,Yes,56,With Friends,Yes,No,Guess race sign. Person view drop up movement final tonight its.,Night,Europe,October,Thursday,2005,Timothy Sullivan,"Nicholas Huber, Daniel Ryan, Bryan Vaughn, Jennifer Davis"
42,55+,Male,20,Show_20,Action,46,Midway,5.0,Tablet,5,Yes,Yes,,34,Alone,Yes,No,Apply onto picture. Art purpose fine leg sister everybody mission list.,Night,Europe,July,Thursday,2005,Stefanie Mejia,"Leonard Elliott, Christopher Harvey, Matthew Decker"
43,35-44,Undisclosed,95,Show_95,Sci-Fi,30,Completed,1.0,TV,3,Yes,Yes,No,44,With Friends,Yes,No,Total across bag source bring who poor. Hair election house modern once catch.,Morning,Asia,June,Saturday,2016,Sherry Mills,"Christopher Smith, Denise Ryan, Candace Rodriguez"
43,35-44,Undisclosed,6,Show_6,Action,40,Completed,,TV,5,Yes,Yes,,90,Alone,No,No,Land far minute recent share happen dinner. Start seat address decade girl ten.,Morning,Asia,January,Thursday,2003,George Barnett,"Devon Gaines, Jennifer Carter, Wanda Ruiz, Cheryl Riggs"
43,35-44,Undisclosed,51,Show_51,Drama,54,Midway,2.0,Mobile,4,Yes,Yes,,91,Alone,No,No,Matter wonder real catch. Try allow night during window PM you. City serious heavy himself.,Afternoon,Asia,August,Thursday,2016,Brian Ford,"Deborah Dixon, Steven Cole, Jennifer Bentley, Eddie Irwin, Kim Winters"
43,35-44,Undisclosed,96,Show_96,Fantasy,25,Midway,1.0,Tablet,5,No,Yes,No,78,Alone,Yes,Yes,Stay human physical training tend. Long western reduce consumer increase son magazine hold.,Evening,Asia,February,Monday,2016,Calvin Patel,"Kimberly Robinson, Stephanie Smith, Courtney Stevenson, Roberta Gilbert, Mr. Jason Moss"
43,35-44,Undisclosed,10,Show_10,Comedy,32,Completed,5.0,TV,2,Yes,Yes,,106,Alone,No,No,Run spend eat should trial pressure might. Spend soldier only ball few.,Night,Asia,December,Friday,2011,Sarah Fry,"Brian Rosales, Anthony Tucker, Laura Pearson, Angela Mcdonald, Patricia Miller"
43,35-44,Undisclosed,94,Show_94,Action,24,Midway,3.0,Tablet,1,No,No,No,69,Alone,Yes,Yes,Read doctor upon. Woman cultural opportunity case.,Evening,Asia,October,Tuesday,2014,Blake Bentley,"Sara Smith, Judith Banks, Briana Rice, Kyle Wang"
43,35-44,Undisclosed,1,Show_1,Action,60,Completed,3.0,TV,1,Yes,No,No,72,Alone,No,No,Today realize worry challenge. Seem walk owner road care can in.,Evening,Asia,October,Thursday,2010,Kevin Strong,"Anthony Morton, Justin Flowers, Brian Garcia, Kenneth Coleman"
43,35-44,Undisclosed,75,Show_75,Thriller,54,Completed,5.0,Tablet,3,No,No,,114,Alone,Yes,Yes,Charge back say mention. Dream to middle effect. Boy before power analysis almost push Congress.,Night,Asia,June,Saturday,2006,Crystal Vazquez,"Randy Garcia DDS, Chris Murray, Kristin Baker, Timothy Lozano, Kelly Stephens"
43,35-44,Undisclosed,52,Show_52,Drama,54,Midway,2.0,Tablet,3,Yes,Yes,,77,Alone,No,No,Million less morning toward hope finally. Fill benefit pressure rise image.,Evening,Asia,June,Tuesday,2002,Denise Chen,"Kristina Perry DVM, John Wood"
43,35-44,Undisclosed,78,Show_78,Sci-Fi,37,Midway,1.0,Mobile,3,Yes,Yes,No,54,With Friends,Yes,Yes,Make station art fish bar. South them we. Prove exactly property speak society.,Night,Asia,October,Wednesday,2015,Selena Stevens,"Valerie Foley, Robin Martinez"
43,35-44,Undisclosed,9,Show_9,Sci-Fi,48,Midway,4.0,TV,5,Yes,No,,107,With Friends,No,Yes,World ready side. Your statement teacher necessary newspaper light law.,Evening,Asia,July,Wednesday,2006,Gary Montgomery,"Jordan Booker, Miss Judith Hart"
43,35-44,Undisclosed,10,Show_10,Comedy,52,Completed,5.0,Tablet,3,Yes,No,,51,With Friends,No,Yes,Rock sense should common especially second military. During effort music.,Afternoon,Asia,July,Saturday,2011,Sarah Fry,"Brian Rosales, Anthony Tucker, Laura Pearson, Angela Mcdonald, Patricia Miller"
43,35-44,Undisclosed,75,Show_75,Thriller,54,Completed,4.0,Mobile,5,Yes,No,,60,Alone,Yes,Yes,,Morning,Asia,June,Tuesday,2006,Crystal Vazquez,"Randy Garcia DDS, Chris Murray, Kristin Baker, Timothy Lozano, Kelly Stephens"
43,35-44,Undisclosed,16,Show_16,Fantasy,22,Completed,4.0,TV,4,Yes,No,No,57,Alone,Yes,No,Administration test away prevent throughout factor still. Culture them place true.,Evening,Asia,September,Sunday,2003,Amber Tran,"Jamie Ramos, Steven James, Kimberly Adams"
43,35-44,Undisclosed,33,Show_33,Sci-Fi,42,Completed,2.0,TV,5,Yes,Yes,No,81,With Friends,Yes,Yes,,Evening,Asia,December,Monday,2018,Hannah Gibbs,"Daniel Smith IV, Lauren Herrera, Meagan Brown"
43,35-44,Undisclosed,71,Show_71,Fantasy,42,Midway,2.0,TV,2,No,No,,26,Alone,Yes,No,Better in in. Event eight war bit. Off right entire although spring fine year.,Evening,Asia,December,Thursday,2001,Erica Benjamin,"Norma Watkins, Kayla Knapp, Brooke Wilson"
43,35-44,Undisclosed,98,Show_98,Thriller,45,Completed,5.0,Tablet,3,Yes,Yes,,69,With Friends,Yes,Yes,Song listen rule easy. She body off concern other. Edge next top performance air.,Afternoon,Asia,August,Friday,2005,Olivia Castillo,"Brittany Bush, Amy Flores, Lisa Lamb, Linda Simon"
43,35-44,Undisclosed,86,Show_86,Comedy,38,Midway,4.0,Tablet,1,No,Yes,Yes,87,With Friends,Yes,Yes,Space several century radio.,Morning,Asia,January,Monday,2002,Amanda Smith,"Megan Parker, Eric Morrison"
43,35-44,Undisclosed,81,Show_81,Comedy,33,Midway,3.0,Tablet,1,Yes,Yes,No,57,With Friends,No,No,Face candidate fall often. American blood different character.,Morning,Asia,July,Thursday,2001,William Oliver,"Andrea Butler, Miguel Valdez, Teresa Watts"
43,35-44,Undisclosed,36,Show_36,Action,41,Midway,5.0,Mobile,3,Yes,No,,68,Alone,Yes,No,Wind study matter I indeed physical. Pretty town natural than the though. Prove try dream.,Evening,Asia,June,Friday,2019,Jesus Schneider,"Steven Snow, Jonathan Flores, Michael Stafford"
44,18-24,Undisclosed,56,Show_56,Drama,50,Completed,3.0,Mobile,2,Yes,Yes,,97,Alone,No,No,Kid expect financial interest political modern. Law air social impact third perhaps peace.,Afternoon,South America,November,Saturday,2001,Andrew Perry,"Kayla Sampson, Veronica Green, James Simmons, Sydney Contreras, Albert Braun"
44,18-24,Undisclosed,85,Show_85,Thriller,38,Midway,1.0,Mobile,4,No,No,,58,With Friends,No,Yes,Direction pass smile other just.,Afternoon,South America,October,Thursday,2022,Erin Braun,"Stuart Stewart, Cristina Lawrence, John Walker, Kristin Shields, Hector Alvarez"
44,18-24,Undisclosed,42,Show_42,Drama,30,Completed,2.0,Tablet,2,No,Yes,,30,Alone,No,Yes,Listen air maybe left. Else life customer might. Special shoulder next though.,Evening,South America,April,Monday,2002,Jay Saunders,"Elizabeth Baker, Paul Robertson"
44,18-24,Undisclosed,22,Show_22,Comedy,58,Completed,1.0,Tablet,2,No,Yes,Yes,31,Alone,No,No,"Five research officer. Change hit most condition hit. Civil forget fire.
Them cost early.",Afternoon,South America,November,Thursday,2004,David Branch,"Tyler Dean, Alec Sandoval, Kevin Maldonado, Jose Martinez"
44,18-24,Undisclosed,64,Show_64,Sci-Fi,30,Midway,3.0,Tablet,5,Yes,No,,111,With Friends,No,No,Safe low name strategy. Represent team much participant top. Case avoid true difficult tough.,Afternoon,South America,October,Saturday,2019,Jimmy Bradford,"Kristina Gregory, Jennifer Martin, Kristin Yates, Ashley Moore"
44,18-24,Undisclosed,40,Show_40,Comedy,30,Midway,2.0,Tablet,3,Yes,No,,84,With Friends,No,Yes,Kind environmental through job. Message sit list cost end success. Someone often forget.,Morning,South America,August,Monday,2004,Christine Nixon,"Kayla Bryant, Ms. Kelly Hernandez"
44,18-24,Undisclosed,8,Show_8,Thriller,41,Completed,5.0,Tablet,1,No,No,Yes,53,With Friends,No,Yes,Goal live huge letter. Crime and situation draw system open.,Evening,South America,August,Tuesday,2016,Mrs. Sarah Ramirez,"Catherine Watts, Nicole Horne, Virginia Hill, Amy Zimmerman"
44,18-24,Undisclosed,98,Show_98,Thriller,43,Completed,3.0,TV,3,No,No,,79,Alone,No,Yes,,Night,South America,April,Wednesday,2005,Olivia Castillo,"Brittany Bush, Amy Flores, Lisa Lamb, Linda Simon"
44,18-24,Undisclosed,38,Show_38,Sci-Fi,58,Completed,1.0,Mobile,2,No,Yes,,44,Alone,Yes,Yes,Family out writer involve run military right. Moment miss radio yeah from American although.,Morning,South America,February,Saturday,2020,John Willis,"Nicole Potter, Sarah Morales, Jeffrey Baker"
44,18-24,Undisclosed,26,Show_26,Thriller,35,Completed,4.0,TV,5,No,Yes,,65,Alone,No,Yes,Few year chance during fund camera. Upon service high party road ten somebody.,Afternoon,South America,January,Wednesday,2020,Roger Williams,"Renee Crawford, Jennifer Taylor"
44,18-24,Undisclosed,72,Show_72,Action,47,Completed,3.0,Tablet,1,No,Yes,Yes,76,With Friends,No,Yes,War indicate look president model whom never. Surface western help media choice.,Afternoon,South America,June,Saturday,2014,Jared Roy,"William Greene, Erica Carpenter, Anthony Wilson"
44,18-24,Undisclosed,29,Show_29,Fantasy,50,Completed,1.0,Tablet,5,Yes,No,,107,With Friends,Yes,Yes,,Evening,South America,July,Thursday,2018,Erica Bell,"David Dickerson, Jessica Donaldson"
44,18-24,Undisclosed,12,Show_12,Thriller,50,Midway,4.0,TV,5,No,Yes,,48,Alone,No,No,A pass save happen something art. Under begin southern grow bed large again.,Evening,South America,July,Saturday,2023,Elizabeth Crawford,"Julie Daniels, Rebecca James, Jenna Banks, Amanda Franco"
44,18-24,Undisclosed,56,Show_56,Drama,36,Midway,1.0,Tablet,5,Yes,Yes,Yes,26,With Friends,No,No,Fact risk including I heavy station. Tend play rather skill major Democrat whose.,Morning,South America,September,Tuesday,2001,Andrew Perry,"Kayla Sampson, Veronica Green, James Simmons, Sydney Contreras, Albert Braun"
44,18-24,Undisclosed,88,Show_88,Fantasy,41,Completed,1.0,Tablet,1,No,No,No,41,With Friends,No,Yes,All nothing employee song. More try would run.,Evening,South America,October,Sunday,2020,James Hill,"Larry Schultz, Ann Morris, Tracy Hayes, John Aguilar, Ashley Davis"
44,18-24,Undisclosed,86,Show_86,Comedy,59,Midway,5.0,Mobile,4,Yes,No,No,62,With Friends,Yes,No,,Morning,South America,March,Tuesday,2002,Amanda Smith,"Megan Parker, Eric Morrison"
44,18-24,Undisclosed,10,Show_10,Comedy,48,Midway,5.0,Tablet,1,Yes,No,,101,With Friends,Yes,Yes,Maybe right general special expert.,Morning,South America,June,Sunday,2011,Sarah Fry,"Brian Rosales, Anthony Tucker, Laura Pearson, Angela Mcdonald, Patricia Miller"
44,18-24,Undisclosed,75,Show_75,Thriller,53,Midway,,Mobile,1,No,Yes,,83,Alone,No,No,Back we including allow. Medical me case remain write southern.,Morning,South America,March,Saturday,2006,Crystal Vazquez,"Randy Garcia DDS, Chris Murray, Kristin Baker, Timothy Lozano, Kelly Stephens"
44,18-24,Undisclosed,28,Show_28,Action,60,Completed,2.0,Tablet,5,No,No,Yes,119,Alone,Yes,Yes,He way somebody. Hundred ready yourself defense hundred painting.,Morning,South America,May,Wednesday,2014,Sarah Scott,"Jason Adams, Kevin Vega, Brandy Parsons, Sharon Proctor"
44,18-24,Undisclosed,74,Show_74,Thriller,20,Completed,5.0,Tablet,5,Yes,Yes,No,79,Alone,No,Yes,Identify wonder wonder stand quite show radio. Opportunity remain yes tonight.,Afternoon,South America,September,Sunday,2020,Carolyn Gomez,"Elizabeth Hodge, Leon Crawford"
44,18-24,Undisclosed,55,Show_55,Thriller,47,Completed,2.0,Mobile,1,No,Yes,No,115,Alone,No,No,Sense my seat own measure. Seek whom feel score staff. Office claim follow establish either inside.,Afternoon,South America,November,Thursday,2014,Frank Spencer,"Theresa Anthony DDS, Justin King, Danielle Chavez"
44,18-24,Undisclosed,3,Show_3,Sci-Fi,27,Completed,5.0,TV,5,Yes,Yes,,88,Alone,No,Yes,Parent edge two four include catch television tough. Current service already whether.,Afternoon,South America,November,Sunday,2002,Douglas Austin,"Eric Esparza, Tammy Nguyen, Nancy Garcia, Courtney Weeks, Teresa Conway"
44,18-24,Undisclosed,41,Show_41,Drama,42,Completed,2.0,Tablet,4,Yes,Yes,,88,Alone,Yes,No,Movement need without picture.,Evening,South America,June,Monday,2014,Melissa Mathis,"Charles Fuller, Kayla Peterson, Benjamin Foster, Amy Ross"
44,18-24,Undisclosed,18,Show_18,Comedy,39,Completed,4.0,TV,4,Yes,No,,46,With Friends,No,No,Special government with wonder. Expect environment become different off cold morning ok.,Night,South America,February,Tuesday,2008,Haley Boyd,"Victoria Butler, Willie Ramirez MD, Nancy Shaffer, Daisy Shaw"
44,18-24,Undisclosed,89,Show_89,Sci-Fi,42,Midway,5.0,TV,2,No,Yes,Yes,110,Alone,No,Yes,Director still fact trade eye form dinner. Company decide house eat take painting.,Night,South America,February,Wednesday,2005,Timothy Sullivan,"Nicholas Huber, Daniel Ryan, Bryan Vaughn, Jennifer Davis"
44,18-24,Undisclosed,82,Show_82,Drama,38,Midway,2.0,TV,3,No,No,,94,With Friends,Yes,Yes,Blue by maintain should election cause. Arm natural protect or.,Evening,South America,February,Monday,2014,James Lyons,"Ana Clay, Tamara Morgan, Elizabeth Dodson, Daniel Brooks"
44,18-24,Undisclosed,49,Show_49,Thriller,38,Completed,4.0,Tablet,5,Yes,Yes,,80,With Friends,Yes,Yes,Test among leg work trip. Himself size sense leg actually hand wrong.,Morning,South America,March,Friday,2001,Bobby Keller,"Scott Martin PhD, Michele West, Linda Andrews"
44,18-24,Undisclosed,77,Show_77,Comedy,46,Midway,4.0,TV,3,Yes,No,,86,Alone,No,Yes,Which find PM least remain west ask. Wonder which fill case. Include growth save.,Evening,South America,February,Sunday,2019,Jared Herrera,"Joseph Cox, Amanda Bowman"
44,18-24,Undisclosed,91,Show_91,Fantasy,46,Completed,1.0,TV,5,No,No,,62,With Friends,No,Yes,Serve level education huge. Method dark product bring then difference edge.,Morning,South America,June,Monday,2007,James Jones,"Corey Brown, Monica Watts, Melissa Burton, Kristine Jones, Laura Vega"
44,18-24,Undisclosed,5,Show_5,Drama,32,Completed,2.0,Mobile,2,Yes,No,Yes,82,With Friends,Yes,Yes,Process defense trip ball animal head culture.,Afternoon,South America,September,Sunday,2020,Ian Rivera,"Alexis Graves, Timothy Bailey"
44,18-24,Undisclosed,14,Show_14,Fantasy,36,Midway,3.0,Mobile,1,Yes,No,,22,With Friends,Yes,Yes,Painting report social item. Series husband especially.,Night,South America,July,Wednesday,2004,Miss Kimberly Miller DVM,"Michael Hoffman, Brian Harding, Richard Ball, Shannon Wolf"
44,18-24,Undisclosed,89,Show_89,Sci-Fi,58,Completed,5.0,TV,2,No,No,,60,With Friends,Yes,No,Issue station hear space since career stop. Director dog very him attack discussion agency.,Evening,South America,September,Saturday,2005,Timothy Sullivan,"Nicholas Huber, Daniel Ryan, Bryan Vaughn, Jennifer Davis"
44,18-24,Undisclosed,59,Show_59,Thriller,28,Midway,,Mobile,3,Yes,Yes,No,90,Alone,Yes,Yes,As husband for list. Reach manage business crime several food.,Evening,South America,December,Sunday,2009,Theresa Jackson,"Sheryl Perez, Melinda Whitney, Elizabeth Thomas"
44,18-24,Undisclosed,5,Show_5,Drama,32,Midway,2.0,Tablet,5,Yes,No,Yes,90,With Friends,No,Yes,New front leg between scene. Already per information.,Afternoon,South America,December,Tuesday,2020,Ian Rivera,"Alexis Graves, Timothy Bailey"
44,18-24,Undisclosed,28,Show_28,Action,45,Midway,4.0,Mobile,1,No,Yes,,111,Alone,Yes,No,Appear list will item community room or. Best big large together marriage life participant.,Evening,South America,April,Friday,2014,Sarah Scott,"Jason Adams, Kevin Vega, Brandy Parsons, Sharon Proctor"
44,18-24,Undisclosed,82,Show_82,Drama,46,Completed,2.0,Tablet,2,No,Yes,,53,Alone,Yes,Yes,Play cut ask me rise enjoy beat fire. Issue into how total none.,Morning,South America,November,Sunday,2014,James Lyons,"Ana Clay, Tamara Morgan, Elizabeth Dodson, Daniel Brooks"
44,18-24,Undisclosed,22,Show_22,Comedy,34,Completed,5.0,TV,3,No,No,,20,With Friends,No,No,President quality shake raise. War business adult. Dog player line customer else.,Morning,South America,January,Saturday,2004,David Branch,"Tyler Dean, Alec Sandoval, Kevin Maldonado, Jose Martinez"
44,18-24,Undisclosed,89,Show_89,Sci-Fi,51,Midway,1.0,Tablet,2,Yes,No,,119,Alone,Yes,No,"Free technology southern statement.
Free clearly finish it. Body forward of collection.",Night,South America,December,Friday,2005,Timothy Sullivan,"Nicholas Huber, Daniel Ryan, Bryan Vaughn, Jennifer Davis"
44,18-24,Undisclosed,40,Show_40,Comedy,26,Completed,2.0,Mobile,5,No,Yes,,39,With Friends,No,Yes,,Afternoon,South America,March,Tuesday,2004,Christine Nixon,"Kayla Bryant, Ms. Kelly Hernandez"
45,45-54,Female,11,Show_11,Fantasy,51,Midway,2.0,TV,3,Yes,No,Yes,42,With Friends,Yes,No,,Morning,South America,January,Tuesday,2011,Sharon Webb,"Isaac Huffman, Christopher Martinez, Mark Choi, Robert Simmons"
45,45-54,Female,40,Show_40,Comedy,44,Midway,1.0,Tablet,4,Yes,Yes,No,21,Alone,No,Yes,Rock fear dark interest personal into class adult. Win past imagine pass often tree easy.,Afternoon,South America,January,Tuesday,2004,Christine Nixon,"Kayla Bryant, Ms. Kelly Hernandez"
45,45-54,Female,100,Show_100,Drama,22,Completed,5.0,Mobile,2,No,No,Yes,28,With Friends,Yes,Yes,,Morning,South America,January,Wednesday,2011,Jennifer Reed,"Angie Brooks, Valerie Davidson"
45,45-54,Female,60,Show_60,Comedy,50,Midway,1.0,TV,1,No,Yes,,62,Alone,Yes,Yes,Myself really piece rate. Guess former eight someone.,Afternoon,South America,October,Thursday,2002,Luke Hartman,"Ricky Carter, Patrick Harvey, Michael Thompson"
45,45-54,Female,12,Show_12,Thriller,32,Completed,4.0,TV,2,Yes,Yes,Yes,89,With Friends,Yes,Yes,,Morning,South America,November,Thursday,2023,Elizabeth Crawford,"Julie Daniels, Rebecca James, Jenna Banks, Amanda Franco"
45,45-54,Female,64,Show_64,Sci-Fi,29,Completed,1.0,TV,3,No,No,,34,With Friends,Yes,No,Deal subject kid training. Authority stand site way usually seek. Suddenly almost six close.,Morning,South America,August,Sunday,2019,Jimmy Bradford,"Kristina Gregory, Jennifer Martin, Kristin Yates, Ashley Moore"
45,45-54,Female,1,Show_1,Action,49,Midway,3.0,TV,4,Yes,Yes,Yes,117,With Friends,No,No,Still work medical just door. Tree subject red mean step it.,Afternoon,South America,June,Tuesday,2010,Kevin Strong,"Anthony Morton, Justin Flowers, Brian Garcia, Kenneth Coleman"
